"TOA5","CR200Series_st1","CR200X","No_SN","CR200X.Std.02","Otemma_Septembre2018_5min_upstream_s1109.cr2","8094","StageTemp"
"TIMESTAMP","RECORD","Stage_m","Temp_C"
"TS","RN","meters","deg C"
"","","Smp","Smp"
"2019-07-10 02:50:00",422,0.3965163,0.0223182
"2019-07-10 02:55:00",423,0.4079831,0.0206415
"2019-07-10 03:00:00",424,0.4155676,0.0231539
"2019-07-10 03:05:00",425,0.3940404,0.0244128
"2019-07-10 03:10:00",426,0.4238581,0.0254284
"2019-07-10 03:15:00",427,0.395931,0.0268302
"2019-07-10 03:20:00",428,0.4016418,0.0253067
"2019-07-10 03:25:00",429,0.3977926,0.0255924
"2019-07-10 03:30:00",430,0.4219823,0.0231962
"2019-07-10 03:35:00",431,0.3885217,0.0226091
"2019-07-10 03:40:00",432,0.3964201,0.0227202
"2019-07-10 03:45:00",433,0.4007876,0.0233655
"2019-07-10 03:50:00",434,0.3701981,0.0250317
"2019-07-10 03:55:00",435,0.3841492,0.0273698
"2019-07-10 04:00:00",436,0.3856475,0.0239262
"2019-07-10 04:05:00",437,0.3926239,0.022461
"2019-07-10 04:10:00",438,0.3838792,0.0225509
"2019-07-10 04:15:00",439,0.3883548,0.0212868
"2019-07-10 04:20:00",440,0.3721136,0.0236299
"2019-07-10 04:25:00",441,0.3676354,0.0245609
"2019-07-10 04:30:00",442,0.3867987,0.0260843
"2019-07-10 04:35:00",443,0.3957348,0.0283061
"2019-07-10 04:40:00",444,0.396496,0.0270683
"2019-07-10 04:45:00",445,0.4004596,0.0247619
"2019-07-10 04:50:00",446,0.3854676,0.0247831
"2019-07-10 04:55:00",447,0.3884303,0.0232808
"2019-07-10 05:00:00",448,0.4134132,0.0234395
"2019-07-10 05:05:00",449,0.4205892,0.0236247
"2019-07-10 05:10:00",450,0.3769118,0.0236881
"2019-07-10 05:15:00",451,0.3735482,0.0221648
"2019-07-10 05:20:00",452,0.384123,0.0232808
"2019-07-10 05:25:00",453,0.3923449,0.0214296
"2019-07-10 05:30:00",454,0.3847165,0.0229476
"2019-07-10 05:35:00",455,0.3715653,0.0221965
"2019-07-10 05:40:00",456,0.3865423,0.021456
"2019-07-10 05:45:00",457,0.3867931,0.0221648
"2019-07-10 05:50:00",458,0.361997,0.0212339
"2019-07-10 05:55:00",459,0.3824917,0.0212815
"2019-07-10 06:00:00",460,0.3822253,0.0210752
"2019-07-10 06:05:00",461,0.3777182,0.0194409
"2019-07-10 06:10:00",462,0.3691378,0.0198587
"2019-07-10 06:15:00",463,0.403932,0.019388
"2019-07-10 06:20:00",464,0.3726336,0.0193245
"2019-07-10 06:25:00",465,0.3872162,0.019589
"2019-07-10 06:30:00",466,0.3897955,0.019261
"2019-07-10 06:35:00",467,0.3947095,0.0189331
"2019-07-10 06:40:00",468,0.3853109,0.0179441
"2019-07-10 06:45:00",469,0.3864652,0.0196947
"2019-07-10 06:50:00",470,0.3911228,0.0196736
"2019-07-10 06:55:00",471,0.3778417,0.0202342
"2019-07-10 07:00:00",472,0.3900027,0.0210223
"2019-07-10 07:05:00",473,0.388544,0.0212339
"2019-07-10 07:10:00",474,0.4200826,0.0217628
